query_protein	query_type	is_nrps	is_pks	start_position	end_position	locus	genome_contig_id	window
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	23099	23570	AIQS_004093|_|GCA_040687695.1_ASM4068769v1.gbk	GCA_040687695.1_ASM4068769v1.gbk|-|JBFBNV010000100.1	4875
IO40_RS0119000_elongation_factor_G	req	False	False	23608	25738	AIQS_004094|_|GCA_040687695.1_ASM4068769v1.gbk	GCA_040687695.1_ASM4068769v1.gbk|-|JBFBNV010000100.1	4875
IO40_RS0119000_elongation_factor_G	req	False	False	135640	137764	AAIU_004516|_|GCA_000719265.1_ASM71926v1.gbk	GCA_000719265.1_ASM71926v1.gbk|-|JOFL01000019.1	4876
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	137803	138274	AAIU_004517|_|GCA_000719265.1_ASM71926v1.gbk	GCA_000719265.1_ASM71926v1.gbk|-|JOFL01000019.1	4876
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	138276	138648	AAIU_004518|_|GCA_000719265.1_ASM71926v1.gbk	GCA_000719265.1_ASM71926v1.gbk|-|JOFL01000019.1	4876
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	55586	55958	AIVQ_004303|_|GCA_040750355.1_ASM4075035v1.gbk	GCA_040750355.1_ASM4075035v1.gbk|-|JBFLVG010000175.1	4877
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	55960	56431	AIVQ_004304|_|GCA_040750355.1_ASM4075035v1.gbk	GCA_040750355.1_ASM4075035v1.gbk|-|JBFLVG010000175.1	4877
IO40_RS0119000_elongation_factor_G	req	False	False	56470	58597	AIVQ_004305|_|GCA_040750355.1_ASM4075035v1.gbk	GCA_040750355.1_ASM4075035v1.gbk|-|JBFLVG010000175.1	4877
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	68783	69155	AJCO_001153|_|GCA_900116145.1_IMG_taxon_2675903139_annotated_assembly.gbk	GCA_900116145.1_IMG_taxon_2675903139_annotated_assembly.gbk|-|FPAB01000007.1	4878
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	69158	69629	AJCO_001154|_|GCA_900116145.1_IMG_taxon_2675903139_annotated_assembly.gbk	GCA_900116145.1_IMG_taxon_2675903139_annotated_assembly.gbk|-|FPAB01000007.1	4878
IO40_RS0119000_elongation_factor_G	req	False	False	69665	71789	AJCO_001155|_|GCA_900116145.1_IMG_taxon_2675903139_annotated_assembly.gbk	GCA_900116145.1_IMG_taxon_2675903139_annotated_assembly.gbk|-|FPAB01000007.1	4878
IO40_RS0119000_elongation_factor_G	req	False	False	592289	594389	AFHG_000559|_|GCA_036250945.1_ASM3625094v1.gbk	GCA_036250945.1_ASM3625094v1.gbk|-|CP109589.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	4613254	4615381	AFHG_004080|_|GCA_036250945.1_ASM3625094v1.gbk	GCA_036250945.1_ASM3625094v1.gbk|-|CP109589.1	4879
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4615420	4615891	AFHG_004081|_|GCA_036250945.1_ASM3625094v1.gbk	GCA_036250945.1_ASM3625094v1.gbk|-|CP109589.1	4879
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4615893	4616265	AFHG_004082|_|GCA_036250945.1_ASM3625094v1.gbk	GCA_036250945.1_ASM3625094v1.gbk|-|CP109589.1	4879
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	6482624	6482996	AFBY_005905|_|GCA_036174265.1_ASM3617426v1.gbk	GCA_036174265.1_ASM3617426v1.gbk|-|CP108055.1	4880
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	6482999	6483470	AFBY_005906|_|GCA_036174265.1_ASM3617426v1.gbk	GCA_036174265.1_ASM3617426v1.gbk|-|CP108055.1	4880
IO40_RS0119000_elongation_factor_G	req	False	False	6483509	6485639	AFBY_005907|_|GCA_036174265.1_ASM3617426v1.gbk	GCA_036174265.1_ASM3617426v1.gbk|-|CP108055.1	4880
IO40_RS0119000_elongation_factor_G	req	False	False	8750868	8752977	AFBY_007892|_|GCA_036174265.1_ASM3617426v1.gbk	GCA_036174265.1_ASM3617426v1.gbk|-|CP108055.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	93757	95884	AGFN_001565|_|GCA_040427995.1_ASM4042799v1.gbk	GCA_040427995.1_ASM4042799v1.gbk|-|JBEPDY010000005.1	4881
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	95923	96394	AGFN_001566|_|GCA_040427995.1_ASM4042799v1.gbk	GCA_040427995.1_ASM4042799v1.gbk|-|JBEPDY010000005.1	4881
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	96396	96768	AGFN_001567|_|GCA_040427995.1_ASM4042799v1.gbk	GCA_040427995.1_ASM4042799v1.gbk|-|JBEPDY010000005.1	4881
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	279587	279959	ADHJ_002094|_|GCA_020092255.1_ASM2009225v1.gbk	GCA_020092255.1_ASM2009225v1.gbk|-|JAHSTC010000001.1	4882
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	279961	280432	ADHJ_002095|_|GCA_020092255.1_ASM2009225v1.gbk	GCA_020092255.1_ASM2009225v1.gbk|-|JAHSTC010000001.1	4882
IO40_RS0119000_elongation_factor_G	req	False	False	280471	282598	ADHJ_002096|_|GCA_020092255.1_ASM2009225v1.gbk	GCA_020092255.1_ASM2009225v1.gbk|-|JAHSTC010000001.1	4882
IO40_RS0119000_elongation_factor_G	req	False	False	34958	37085	AASC_004918|_|GCA_001280015.1_ASM128001v1.gbk	GCA_001280015.1_ASM128001v1.gbk|-|LGDV01000198.1	4883
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	37124	37595	AASC_004919|_|GCA_001280015.1_ASM128001v1.gbk	GCA_001280015.1_ASM128001v1.gbk|-|LGDV01000198.1	4883
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	37597	37969	AASC_004920|_|GCA_001280015.1_ASM128001v1.gbk	GCA_001280015.1_ASM128001v1.gbk|-|LGDV01000198.1	4883
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	42159	42531	AGSW_001873|_|GCA_040614295.1_ASM4061429v1.gbk	GCA_040614295.1_ASM4061429v1.gbk|-|JBEXUF010000005.1	4884
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	42534	43005	AGSW_001874|_|GCA_040614295.1_ASM4061429v1.gbk	GCA_040614295.1_ASM4061429v1.gbk|-|JBEXUF010000005.1	4884
IO40_RS0119000_elongation_factor_G	req	False	False	43043	45173	AGSW_001875|_|GCA_040614295.1_ASM4061429v1.gbk	GCA_040614295.1_ASM4061429v1.gbk|-|JBEXUF010000005.1	4884
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	2992	3364	AHUD_003538|_|GCA_040647755.1_ASM4064775v1.gbk	GCA_040647755.1_ASM4064775v1.gbk|-|JBEZCT010000127.1	4885
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3366	3837	AHUD_003539|_|GCA_040647755.1_ASM4064775v1.gbk	GCA_040647755.1_ASM4064775v1.gbk|-|JBEZCT010000127.1	4885
IO40_RS0119000_elongation_factor_G	req	False	False	3875	6005	AHUD_003540|_|GCA_040647755.1_ASM4064775v1.gbk	GCA_040647755.1_ASM4064775v1.gbk|-|JBEZCT010000127.1	4885
IO40_RS0119000_elongation_factor_G	req	False	False	17162	19289	AHNR_005847|_|GCA_040643655.1_ASM4064365v1.gbk	GCA_040643655.1_ASM4064365v1.gbk|-|JBEYUU010000024.1	4886
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	19328	19799	AHNR_005848|_|GCA_040643655.1_ASM4064365v1.gbk	GCA_040643655.1_ASM4064365v1.gbk|-|JBEYUU010000024.1	4886
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	19801	20173	AHNR_005849|_|GCA_040643655.1_ASM4064365v1.gbk	GCA_040643655.1_ASM4064365v1.gbk|-|JBEYUU010000024.1	4886
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1636	2008	AHBZ_002254|_|GCA_040634785.1_ASM4063478v1.gbk	GCA_040634785.1_ASM4063478v1.gbk|-|JBEYGL010000009.1	4887
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2010	2481	AHBZ_002255|_|GCA_040634785.1_ASM4063478v1.gbk	GCA_040634785.1_ASM4063478v1.gbk|-|JBEYGL010000009.1	4887
IO40_RS0119000_elongation_factor_G	req	False	False	2520	4647	AHBZ_002256|_|GCA_040634785.1_ASM4063478v1.gbk	GCA_040634785.1_ASM4063478v1.gbk|-|JBEYGL010000009.1	4887
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3899434	3899806	AEDD_003479|_|GCA_028807615.1_ASM2880761v1.gbk	GCA_028807615.1_ASM2880761v1.gbk|-|JARBAY010000001.1	4888
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3899808	3900279	AEDD_003480|_|GCA_028807615.1_ASM2880761v1.gbk	GCA_028807615.1_ASM2880761v1.gbk|-|JARBAY010000001.1	4888
IO40_RS0119000_elongation_factor_G	req	False	False	3900317	3902447	AEDD_003481|_|GCA_028807615.1_ASM2880761v1.gbk	GCA_028807615.1_ASM2880761v1.gbk|-|JARBAY010000001.1	4888
IO40_RS0119000_elongation_factor_G	req	False	False	29747	31871	AJDN_006580|_|GCA_902375055.1_MGYG_HGUT_01443.gbk	GCA_902375055.1_MGYG_HGUT_01443.gbk|-|CABKSN010000010.1	4889
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	31910	32381	AJDN_006581|_|GCA_902375055.1_MGYG_HGUT_01443.gbk	GCA_902375055.1_MGYG_HGUT_01443.gbk|-|CABKSN010000010.1	4889
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	32384	32756	AJDN_006582|_|GCA_902375055.1_MGYG_HGUT_01443.gbk	GCA_902375055.1_MGYG_HGUT_01443.gbk|-|CABKSN010000010.1	4889
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4330579	4330951	AEYH_003709|_|GCA_035993425.1_ASM3599342v1.gbk	GCA_035993425.1_ASM3599342v1.gbk|-|CP108536.1	4890
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4330953	4331424	AEYH_003710|_|GCA_035993425.1_ASM3599342v1.gbk	GCA_035993425.1_ASM3599342v1.gbk|-|CP108536.1	4890
IO40_RS0119000_elongation_factor_G	req	False	False	4331463	4333590	AEYH_003711|_|GCA_035993425.1_ASM3599342v1.gbk	GCA_035993425.1_ASM3599342v1.gbk|-|CP108536.1	4890
IO40_RS0119000_elongation_factor_G	req	False	False	80800	82927	AGWZ_000097|_|GCA_040631205.1_ASM4063120v1.gbk	GCA_040631205.1_ASM4063120v1.gbk|-|JBEYJW010000001.1	4891
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	82966	83437	AGWZ_000098|_|GCA_040631205.1_ASM4063120v1.gbk	GCA_040631205.1_ASM4063120v1.gbk|-|JBEYJW010000001.1	4891
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	83439	83811	AGWZ_000099|_|GCA_040631205.1_ASM4063120v1.gbk	GCA_040631205.1_ASM4063120v1.gbk|-|JBEYJW010000001.1	4891
IO40_RS0119000_elongation_factor_G	req	False	False	1029577	1031659	AEIN_000864|_|GCA_030719235.1_ASM3071923v1.gbk	GCA_030719235.1_ASM3071923v1.gbk|-|CP120988.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3940560	3942690	AEIN_003337|_|GCA_030719235.1_ASM3071923v1.gbk	GCA_030719235.1_ASM3071923v1.gbk|-|CP120988.1	4892
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3942728	3943199	AEIN_003338|_|GCA_030719235.1_ASM3071923v1.gbk	GCA_030719235.1_ASM3071923v1.gbk|-|CP120988.1	4892
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3943201	3943573	AEIN_003339|_|GCA_030719235.1_ASM3071923v1.gbk	GCA_030719235.1_ASM3071923v1.gbk|-|CP120988.1	4892
IO40_RS0119000_elongation_factor_G	req	False	False	248890	251017	AGLV_001503|_|GCA_040609735.1_ASM4060973v1.gbk	GCA_040609735.1_ASM4060973v1.gbk|-|JBEXKZ010000005.1	4893
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	251056	251527	AGLV_001504|_|GCA_040609735.1_ASM4060973v1.gbk	GCA_040609735.1_ASM4060973v1.gbk|-|JBEXKZ010000005.1	4893
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	251529	251901	AGLV_001505|_|GCA_040609735.1_ASM4060973v1.gbk	GCA_040609735.1_ASM4060973v1.gbk|-|JBEXKZ010000005.1	4893
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	187758	188130	ACKE_006116|_|GCA_013387495.1_ASM1338749v1.gbk	GCA_013387495.1_ASM1338749v1.gbk|-|JABZEE010000007.1	4894
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	188132	188603	ACKE_006117|_|GCA_013387495.1_ASM1338749v1.gbk	GCA_013387495.1_ASM1338749v1.gbk|-|JABZEE010000007.1	4894
IO40_RS0119000_elongation_factor_G	req	False	False	188641	190768	ACKE_006118|_|GCA_013387495.1_ASM1338749v1.gbk	GCA_013387495.1_ASM1338749v1.gbk|-|JABZEE010000007.1	4894
IO40_RS0119000_elongation_factor_G	req	False	False	35584	37711	AEFV_005596|_|GCA_030010595.1_ASM3001059v1.gbk	GCA_030010595.1_ASM3001059v1.gbk|-|JASCXL010000079.1	4895
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	37750	38221	AEFV_005597|_|GCA_030010595.1_ASM3001059v1.gbk	GCA_030010595.1_ASM3001059v1.gbk|-|JASCXL010000079.1	4895
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	38223	38595	AEFV_005598|_|GCA_030010595.1_ASM3001059v1.gbk	GCA_030010595.1_ASM3001059v1.gbk|-|JASCXL010000079.1	4895
IO40_RS0119000_elongation_factor_G	req	False	False	201764	203891	AHVM_000191|_|GCA_040650555.1_ASM4065055v1.gbk	GCA_040650555.1_ASM4065055v1.gbk|-|JBEZHK010000001.1	4896
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	203930	204401	AHVM_000192|_|GCA_040650555.1_ASM4065055v1.gbk	GCA_040650555.1_ASM4065055v1.gbk|-|JBEZHK010000001.1	4896
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	204403	204775	AHVM_000193|_|GCA_040650555.1_ASM4065055v1.gbk	GCA_040650555.1_ASM4065055v1.gbk|-|JBEZHK010000001.1	4896
IO40_RS0119000_elongation_factor_G	req	False	False	2988961	2991091	ACAV_002521|_|GCA_009862365.1_ASM986236v1.gbk	GCA_009862365.1_ASM986236v1.gbk|-|WWHD01000001.1	4897
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2991129	2991600	ACAV_002522|_|GCA_009862365.1_ASM986236v1.gbk	GCA_009862365.1_ASM986236v1.gbk|-|WWHD01000001.1	4897
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	2991602	2991974	ACAV_002523|_|GCA_009862365.1_ASM986236v1.gbk	GCA_009862365.1_ASM986236v1.gbk|-|WWHD01000001.1	4897
IO40_RS0119000_elongation_factor_G	req	False	False	25937	28058	ABVJ_006070|_|GCA_007280585.1_ASM728058v1.gbk	GCA_007280585.1_ASM728058v1.gbk|-|VKLS01000008.1	4898
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	28097	28568	ABVJ_006071|_|GCA_007280585.1_ASM728058v1.gbk	GCA_007280585.1_ASM728058v1.gbk|-|VKLS01000008.1	4898
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	28570	28942	ABVJ_006072|_|GCA_007280585.1_ASM728058v1.gbk	GCA_007280585.1_ASM728058v1.gbk|-|VKLS01000008.1	4898
IO40_RS0119000_elongation_factor_G	req	False	False	1665540	1667577	AEEW_001502|_|GCA_029893625.1_ASM2989362v1.gbk	GCA_029893625.1_ASM2989362v1.gbk|-|JARXYI010000001.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3832442	3834569	AEEW_003422|_|GCA_029893625.1_ASM2989362v1.gbk	GCA_029893625.1_ASM2989362v1.gbk|-|JARXYI010000001.1	4899
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3834608	3835079	AEEW_003423|_|GCA_029893625.1_ASM2989362v1.gbk	GCA_029893625.1_ASM2989362v1.gbk|-|JARXYI010000001.1	4899
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3835081	3835453	AEEW_003424|_|GCA_029893625.1_ASM2989362v1.gbk	GCA_029893625.1_ASM2989362v1.gbk|-|JARXYI010000001.1	4899
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	78842	79214	AIIG_001469|_|GCA_040679955.1_ASM4067995v1.gbk	GCA_040679955.1_ASM4067995v1.gbk|-|JBFAVR010000005.1	4900
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	79216	79687	AIIG_001470|_|GCA_040679955.1_ASM4067995v1.gbk	GCA_040679955.1_ASM4067995v1.gbk|-|JBFAVR010000005.1	4900
IO40_RS0119000_elongation_factor_G	req	False	False	79726	81853	AIIG_001471|_|GCA_040679955.1_ASM4067995v1.gbk	GCA_040679955.1_ASM4067995v1.gbk|-|JBFAVR010000005.1	4900
IO40_RS0119000_elongation_factor_G	req	False	False	60037	62158	AAOX_005392|_|GCA_000968685.2_ASM96868v2.gbk	GCA_000968685.2_ASM96868v2.gbk|-|LAKD02000005.1	4901
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	62196	62667	AAOX_005393|_|GCA_000968685.2_ASM96868v2.gbk	GCA_000968685.2_ASM96868v2.gbk|-|LAKD02000005.1	4901
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	62669	63041	AAOX_005394|_|GCA_000968685.2_ASM96868v2.gbk	GCA_000968685.2_ASM96868v2.gbk|-|LAKD02000005.1	4901
IO40_RS0119000_elongation_factor_G	req	False	False	24478	26608	AESZ_006604|_|GCA_033794975.1_ASM3379497v1.gbk	GCA_033794975.1_ASM3379497v1.gbk|-|JARAZN010000009.1	4902
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	26646	27117	AESZ_006605|_|GCA_033794975.1_ASM3379497v1.gbk	GCA_033794975.1_ASM3379497v1.gbk|-|JARAZN010000009.1	4902
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	27119	27491	AESZ_006606|_|GCA_033794975.1_ASM3379497v1.gbk	GCA_033794975.1_ASM3379497v1.gbk|-|JARAZN010000009.1	4902
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	26857	27229	AEOV_007614|_|GCA_033792515.1_ASM3379251v1.gbk	GCA_033792515.1_ASM3379251v1.gbk|-|JARAUZ010000065.1	4903
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	27231	27702	AEOV_007615|_|GCA_033792515.1_ASM3379251v1.gbk	GCA_033792515.1_ASM3379251v1.gbk|-|JARAUZ010000065.1	4903
IO40_RS0119000_elongation_factor_G	req	False	False	27741	29871	AEOV_007616|_|GCA_033792515.1_ASM3379251v1.gbk	GCA_033792515.1_ASM3379251v1.gbk|-|JARAUZ010000065.1	4903
IO40_RS0119000_elongation_factor_G	req	False	False	3687196	3689317	AANX_003308|_|GCA_000805335.1_ASM80533v1.gbk	GCA_000805335.1_ASM80533v1.gbk|-|KN708638.1	4904
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3689356	3689827	AANX_003309|_|GCA_000805335.1_ASM80533v1.gbk	GCA_000805335.1_ASM80533v1.gbk|-|KN708638.1	4904
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3689829	3690201	AANX_003310|_|GCA_000805335.1_ASM80533v1.gbk	GCA_000805335.1_ASM80533v1.gbk|-|KN708638.1	4904
IO40_RS0119000_elongation_factor_G	req	False	False	130436	132557	ADFW_001015|_|GCA_019456635.1_ASM1945663v1.gbk	GCA_019456635.1_ASM1945663v1.gbk|-|JAEHJV010000012.1	4905
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	132595	133066	ADFW_001016|_|GCA_019456635.1_ASM1945663v1.gbk	GCA_019456635.1_ASM1945663v1.gbk|-|JAEHJV010000012.1	4905
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	133068	133440	ADFW_001017|_|GCA_019456635.1_ASM1945663v1.gbk	GCA_019456635.1_ASM1945663v1.gbk|-|JAEHJV010000012.1	4905
IO40_RS0119000_elongation_factor_G	req	False	False	3269833	3271660	AAAL_003111|_|GCA_000156435.1_ASM15643v1.gbk	GCA_000156435.1_ASM15643v1.gbk|-|DS999641.1	4906
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3272002	3272473	AAAL_003113|_|GCA_000156435.1_ASM15643v1.gbk	GCA_000156435.1_ASM15643v1.gbk|-|DS999641.1	4906
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3272475	3272847	AAAL_003114|_|GCA_000156435.1_ASM15643v1.gbk	GCA_000156435.1_ASM15643v1.gbk|-|DS999641.1	4906
IO40_RS0119000_elongation_factor_G	req	False	False	12503	14636	AASH_004975|_|GCA_001280885.1_ASM128088v1.gbk	GCA_001280885.1_ASM128088v1.gbk|-|LGHN01000175.1	4907
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	14675	15146	AASH_004976|_|GCA_001280885.1_ASM128088v1.gbk	GCA_001280885.1_ASM128088v1.gbk|-|LGHN01000175.1	4907
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	15148	15520	AASH_004977|_|GCA_001280885.1_ASM128088v1.gbk	GCA_001280885.1_ASM128088v1.gbk|-|LGHN01000175.1	4907
IO40_RS0119000_elongation_factor_G	req	False	False	423760	425887	AFZG_000399|_|GCA_040298885.1_ASM4029888v1.gbk	GCA_040298885.1_ASM4029888v1.gbk|-|JBEPBA010000001.1	4908
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	425926	426397	AFZG_000400|_|GCA_040298885.1_ASM4029888v1.gbk	GCA_040298885.1_ASM4029888v1.gbk|-|JBEPBA010000001.1	4908
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	426399	426771	AFZG_000401|_|GCA_040298885.1_ASM4029888v1.gbk	GCA_040298885.1_ASM4029888v1.gbk|-|JBEPBA010000001.1	4908
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5118248	5118620	ACIF_004628|_|GCA_013317105.1_ASM1331710v1.gbk	GCA_013317105.1_ASM1331710v1.gbk|-|CP050522.1	4909
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5118622	5119093	ACIF_004629|_|GCA_013317105.1_ASM1331710v1.gbk	GCA_013317105.1_ASM1331710v1.gbk|-|CP050522.1	4909
IO40_RS0119000_elongation_factor_G	req	False	False	5119132	5121259	ACIF_004630|_|GCA_013317105.1_ASM1331710v1.gbk	GCA_013317105.1_ASM1331710v1.gbk|-|CP050522.1	4909
IO40_RS0119000_elongation_factor_G	req	False	False	7238021	7240082	ACIF_006500|_|GCA_013317105.1_ASM1331710v1.gbk	GCA_013317105.1_ASM1331710v1.gbk|-|CP050522.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	28968	31098	AGIJ_006505|_|GCA_040606725.1_ASM4060672v1.gbk	GCA_040606725.1_ASM4060672v1.gbk|-|JBEXFK010000040.1	4910
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	31137	31608	AGIJ_006506|_|GCA_040606725.1_ASM4060672v1.gbk	GCA_040606725.1_ASM4060672v1.gbk|-|JBEXFK010000040.1	4910
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	31610	31982	AGIJ_006507|_|GCA_040606725.1_ASM4060672v1.gbk	GCA_040606725.1_ASM4060672v1.gbk|-|JBEXFK010000040.1	4910
IO40_RS0119000_elongation_factor_G	req	False	False	7006095	7008216	ADTZ_006036|_|GCA_025252265.1_ASM2525226v1.gbk	GCA_025252265.1_ASM2525226v1.gbk|-|CP104317.1	4911
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	7008255	7008726	ADTZ_006037|_|GCA_025252265.1_ASM2525226v1.gbk	GCA_025252265.1_ASM2525226v1.gbk|-|CP104317.1	4911
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	7008728	7009100	ADTZ_006038|_|GCA_025252265.1_ASM2525226v1.gbk	GCA_025252265.1_ASM2525226v1.gbk|-|CP104317.1	4911
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	36218	36590	AEUM_002753|_|GCA_035644915.1_ASM3564491v1.gbk	GCA_035644915.1_ASM3564491v1.gbk|-|DASQNP010000121.1	4912
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	36592	37063	AEUM_002754|_|GCA_035644915.1_ASM3564491v1.gbk	GCA_035644915.1_ASM3564491v1.gbk|-|DASQNP010000121.1	4912
IO40_RS0119000_elongation_factor_G	req	False	False	37101	39222	AEUM_002755|_|GCA_035644915.1_ASM3564491v1.gbk	GCA_035644915.1_ASM3564491v1.gbk|-|DASQNP010000121.1	4912
IO40_RS0119000_elongation_factor_G	req	False	False	92834	94958	ABLX_003641|_|GCA_003626575.1_ASM362657v1.gbk	GCA_003626575.1_ASM362657v1.gbk|-|RBDY01000013.1	4913
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	94996	95467	ABLX_003642|_|GCA_003626575.1_ASM362657v1.gbk	GCA_003626575.1_ASM362657v1.gbk|-|RBDY01000013.1	4913
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	95469	95841	ABLX_003643|_|GCA_003626575.1_ASM362657v1.gbk	GCA_003626575.1_ASM362657v1.gbk|-|RBDY01000013.1	4913
IO40_RS0119000_elongation_factor_G	req	False	False	72281	74408	AJBI_006541|_|GCA_900095575.1_IMG_taxon_2657245715_annotated_assembly.gbk	GCA_900095575.1_IMG_taxon_2657245715_annotated_assembly.gbk|-|FMIG01000091.1	4914
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	74445	74916	AJBI_006542|_|GCA_900095575.1_IMG_taxon_2657245715_annotated_assembly.gbk	GCA_900095575.1_IMG_taxon_2657245715_annotated_assembly.gbk|-|FMIG01000091.1	4914
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	74918	75290	AJBI_006543|_|GCA_900095575.1_IMG_taxon_2657245715_annotated_assembly.gbk	GCA_900095575.1_IMG_taxon_2657245715_annotated_assembly.gbk|-|FMIG01000091.1	4914
IO40_RS0119000_elongation_factor_G	req	False	False	144445	146566	ADJB_003325|_|GCA_020400605.1_ASM2040060v1.gbk	GCA_020400605.1_ASM2040060v1.gbk|-|JAINRD010000023.1	4915
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	146606	147077	ADJB_003326|_|GCA_020400605.1_ASM2040060v1.gbk	GCA_020400605.1_ASM2040060v1.gbk|-|JAINRD010000023.1	4915
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	147079	147451	ADJB_003327|_|GCA_020400605.1_ASM2040060v1.gbk	GCA_020400605.1_ASM2040060v1.gbk|-|JAINRD010000023.1	4915
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	237445	237817	AAVI_001543|_|GCA_001514035.1_ASM151403v1.gbk	GCA_001514035.1_ASM151403v1.gbk|-|KQ948208.1	4916
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	237819	238290	AAVI_001544|_|GCA_001514035.1_ASM151403v1.gbk	GCA_001514035.1_ASM151403v1.gbk|-|KQ948208.1	4916
