cblaster search
===============
GCA_000297155.3_ASM29715v3
==========================
CP029159.1
----------
Cluster 1, score 11.7270:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  ADRU_008105  -         -         -          -         9888060   9889014   -     
intermediate  ADRU_008106  -         -         -          -         9889163   9890315   -     
intermediate  ADRU_008107  -         -         -          -         9890572   9891970   +     
intermediate  ADRU_008108  -         -         -          -         9891979   9893344   +     
intermediate  ADRU_008109  -         -         -          -         9893356   9894349   -     
intermediate  ADRU_008110  -         -         -          -         9894619   9897340   +     
intermediate  ADRU_008111  -         -         -          -         9897393   9898176   -     
intermediate  ADRU_008112  -         -         -          -         9898172   9899339   -     
CAA60468.1    ADRU_008113  95.5      100       2.74e-231  638       9899369   9900383   -     
CAA60467.1    ADRU_008114  98.5      100       2.66e-235  649       9900734   9901766   +     
intermediate  ADRU_008115  -         -         -          -         9901869   9902826   +     
intermediate  ADRU_008116  -         -         -          -         9902839   9904054   +     
intermediate  ADRU_008117  -         -         -          -         9904047   9904284   +     
intermediate  ADRU_008118  -         -         -          -         9904386   9905019   -     
CAA60459.1    ADRU_008119  72.7      59.3      0          8265      9905088   9923886   -     
CAA60461.1    ADRU_008120  97.9      96.6      0          2806      9923890   9928363   -     
CAA60459.1    ADRU_008121  75        71.1      0          10522     9928904   9954593   +     
CAA60459.1    ADRU_008122  99.1      100       0          19340     9954589   9985258   +     
intermediate  ADRU_008123  -         -         -          -         9985699   9986494   +     
intermediate  ADRU_008124  -         -         -          -         9986513   9987230   +     
intermediate  ADRU_008125  -         -         -          -         9987277   9988477   -     
intermediate  ADRU_008126  -         -         -          -         9988467   9989130   -     
intermediate  ADRU_008127  -         -         -          -         9989335   9990649   +     
intermediate  ADRU_008128  -         -         -          -         9990683   9992063   +     
intermediate  ADRU_008129  -         -         -          -         9992069   9992777   +     
intermediate  ADRU_008130  -         -         -          -         9992796   9993423   -     
intermediate  ADRU_008131  -         -         -          -         9993513   9994683   +     
intermediate  ADRU_008132  -         -         -          -         9994961   9996392   +     
intermediate  ADRU_008133  -         -         -          -         9996482   9998060   +     
intermediate  ADRU_008134  -         -         -          -         9998122   9999796   +     
intermediate  ADRU_008135  -         -         -          -         9999792   10001346  +     
intermediate  ADRU_008136  -         -         -          -         10001391  10002039  +     
intermediate  ADRU_008137  -         -         -          -         10002060  10003074  -     
intermediate  ADRU_008138  -         -         -          -         10003099  10003600  -     
intermediate  ADRU_008139  -         -         -          -         10003628  10004255  -     
intermediate  ADRU_008140  -         -         -          -         10004931  10006410  +     
intermediate  ADRU_008141  -         -         -          -         10006486  10007821  +     
intermediate  ADRU_008142  -         -         -          -         10007810  10009049  +     


GCA_024298985.1_ASM2429898v1
============================
CP085309.1
----------
Cluster 22, score 15.2944:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  ADRV_007088  -         -         -          -         8685524  8687372  +     
intermediate  ADRV_007089  -         -         -          -         8687368  8688679  +     
intermediate  ADRV_007090  -         -         -          -         8688687  8689464  -     
intermediate  ADRV_007091  -         -         -          -         8689823  8690723  +     
intermediate  ADRV_007092  -         -         -          -         8691226  8694211  +     
intermediate  ADRV_007093  -         -         -          -         8694586  8695369  +     
intermediate  ADRV_007094  -         -         -          -         8695382  8696096  +     
intermediate  ADRV_007095  -         -         -          -         8696133  8696496  +     
intermediate  ADRV_007096  -         -         -          -         8696533  8697124  +     
intermediate  ADRV_007097  -         -         -          -         8697209  8698190  +     
intermediate  ADRV_007098  -         -         -          -         8698324  8699014  +     
intermediate  ADRV_007099  -         -         -          -         8699010  8700036  +     
intermediate  ADRV_007100  -         -         -          -         8700508  8702341  +     
intermediate  ADRV_007101  -         -         -          -         8702494  8703766  +     
intermediate  ADRV_007102  -         -         -          -         8703981  8704935  +     
intermediate  ADRV_007103  -         -         -          -         8704949  8705969  +     
intermediate  ADRV_007104  -         -         -          -         8705972  8706182  +     
intermediate  ADRV_007105  -         -         -          -         8706178  8706916  +     
CAA60461.1    ADRV_007106  35.3      67.7      1.45e-159  535       8706951  8711898  +     
intermediate  ADRV_007107  -         -         -          -         8711975  8712812  -     
intermediate  ADRV_007108  -         -         -          -         8712877  8713831  -     
intermediate  ADRV_007109  -         -         -          -         8713980  8715132  -     
intermediate  ADRV_007110  -         -         -          -         8715389  8716787  +     
intermediate  ADRV_007111  -         -         -          -         8716796  8718161  +     
intermediate  ADRV_007112  -         -         -          -         8718173  8719166  -     
intermediate  ADRV_007113  -         -         -          -         8719436  8722157  +     
intermediate  ADRV_007114  -         -         -          -         8722210  8722993  -     
intermediate  ADRV_007115  -         -         -          -         8722989  8724156  -     
CAA60468.1    ADRV_007116  95.5      100       2.74e-231  638       8724186  8725200  -     
CAA60467.1    ADRV_007117  98.5      100       2.66e-235  649       8725552  8726584  +     
intermediate  ADRV_007118  -         -         -          -         8726687  8727644  +     
intermediate  ADRV_007119  -         -         -          -         8727657  8728872  +     
intermediate  ADRV_007120  -         -         -          -         8728865  8729102  +     
intermediate  ADRV_007121  -         -         -          -         8729204  8729837  -     
CAA60459.1    ADRV_007122  72.7      59.3      0          8265      8729906  8748704  -     
CAA60461.1    ADRV_007123  97.9      96.6      0          2806      8748708  8753181  -     
CAA60459.1    ADRV_007124  64.4      17        0          2030      8753722  8760640  +     
CAA60459.1    ADRV_007125  75.1      58        0          8681      8760585  8779410  +     
CAA60459.1    ADRV_007126  99.1      100       0          19340     8779406  8810075  +     
intermediate  ADRV_007127  -         -         -          -         8810516  8811311  +     
intermediate  ADRV_007128  -         -         -          -         8811330  8812047  +     
intermediate  ADRV_007129  -         -         -          -         8812094  8813294  -     
intermediate  ADRV_007130  -         -         -          -         8813284  8813947  -     
intermediate  ADRV_007131  -         -         -          -         8814152  8815466  +     
intermediate  ADRV_007132  -         -         -          -         8815500  8816880  +     
intermediate  ADRV_007133  -         -         -          -         8816886  8817594  +     
intermediate  ADRV_007134  -         -         -          -         8817613  8818240  -     
intermediate  ADRV_007135  -         -         -          -         8818330  8819500  +     
intermediate  ADRV_007136  -         -         -          -         8819778  8821209  +     
intermediate  ADRV_007137  -         -         -          -         8821299  8822877  +     
intermediate  ADRV_007138  -         -         -          -         8822939  8824613  +     
intermediate  ADRV_007139  -         -         -          -         8824609  8826163  +     
intermediate  ADRV_007140  -         -         -          -         8826208  8826856  +     
intermediate  ADRV_007141  -         -         -          -         8826877  8827891  -     
intermediate  ADRV_007142  -         -         -          -         8827916  8828417  -     
intermediate  ADRV_007143  -         -         -          -         8828445  8829072  -     
intermediate  ADRV_007144  -         -         -          -         8829748  8831227  +     
intermediate  ADRV_007145  -         -         -          -         8831303  8832638  +     
intermediate  ADRV_007146  -         -         -          -         8832627  8833866  +     


GCA_025568765.1_ASM2556876v1
============================
JANURZ010000026.1
-----------------
Cluster 23, score 6.5468:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  ADUL_003997  -         -         -          -         99233   99725   +     
intermediate  ADUL_003998  -         -         -          -         99705   99894   +     
intermediate  ADUL_003999  -         -         -          -         99893   100679  +     
intermediate  ADUL_004000  -         -         -          -         100728  101484  +     
intermediate  ADUL_004001  -         -         -          -         101477  102512  +     
intermediate  ADUL_004002  -         -         -          -         102876  103725  -     
intermediate  ADUL_004003  -         -         -          -         103717  105436  -     
intermediate  ADUL_004004  -         -         -          -         105422  106406  -     
intermediate  ADUL_004005  -         -         -          -         106425  107976  -     
intermediate  ADUL_004006  -         -         -          -         108238  109261  +     
intermediate  ADUL_004007  -         -         -          -         109402  110653  +     
intermediate  ADUL_004008  -         -         -          -         111239  114155  +     
intermediate  ADUL_004009  -         -         -          -         114177  114303  -     
intermediate  ADUL_004010  -         -         -          -         114497  115280  +     
intermediate  ADUL_004011  -         -         -          -         115293  116007  +     
intermediate  ADUL_004012  -         -         -          -         116044  116407  +     
intermediate  ADUL_004013  -         -         -          -         116444  117035  +     
intermediate  ADUL_004014  -         -         -          -         117118  118099  +     
intermediate  ADUL_004015  -         -         -          -         118100  118790  +     
intermediate  ADUL_004016  -         -         -          -         118786  119812  +     
intermediate  ADUL_004017  -         -         -          -         120023  121862  +     
intermediate  ADUL_004018  -         -         -          -         121783  121951  -     
intermediate  ADUL_004019  -         -         -          -         121955  123137  -     
intermediate  ADUL_004020  -         -         -          -         123259  124060  -     
CAA60461.1    ADUL_004021  31.2      37.4      1.03e-56   225       124056  127317  -     
CAA60461.1    ADUL_004022  35.9      68.1      3.33e-165  550       127412  132347  -     
intermediate  ADUL_004023  -         -         -          -         132361  133099  -     
intermediate  ADUL_004024  -         -         -          -         133095  133302  -     
intermediate  ADUL_004025  -         -         -          -         133305  134325  -     
intermediate  ADUL_004026  -         -         -          -         134339  135293  -     
intermediate  ADUL_004027  -         -         -          -         135489  136638  -     
intermediate  ADUL_004028  -         -         -          -         136845  138249  +     
intermediate  ADUL_004029  -         -         -          -         138258  139644  +     
intermediate  ADUL_004030  -         -         -          -         139673  140663  -     
intermediate  ADUL_004031  -         -         -          -         140934  143676  +     
intermediate  ADUL_004032  -         -         -          -         143744  144527  -     
intermediate  ADUL_004033  -         -         -          -         144523  145690  -     
CAA60468.1    ADUL_004034  92.3      100       3.14e-221  613       145720  146734  -     
CAA60467.1    ADUL_004035  93.3      100       1.38e-221  614       146975  148007  +     
intermediate  ADUL_004036  -         -         -          -         148082  149039  +     
intermediate  ADUL_004037  -         -         -          -         149052  150267  +     
intermediate  ADUL_004038  -         -         -          -         150263  150497  +     
intermediate  ADUL_004039  -         -         -          -         150605  151229  -     
CAA60459.1    ADUL_004040  69.7      25.5      0          3466      151304  159851  -     


GCA_026898115.1_ASM2689811v1
============================
CP114036.1
----------
Cluster 24, score 8.7631:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  AEBE_007502  -         -         -          -         9030965  9031727  -     
intermediate  AEBE_007503  -         -         -          -         9031945  9032806  +     
intermediate  AEBE_007504  -         -         -          -         9033593  9033770  +     
intermediate  AEBE_007505  -         -         -          -         9033943  9034597  -     
intermediate  AEBE_007506  -         -         -          -         9034972  9036535  +     
intermediate  AEBE_007507  -         -         -          -         9036715  9037795  +     
intermediate  AEBE_007508  -         -         -          -         9037928  9038495  +     
intermediate  AEBE_007509  -         -         -          -         9038553  9039447  -     
intermediate  AEBE_007510  -         -         -          -         9039762  9040527  +     
intermediate  AEBE_007511  -         -         -          -         9041153  9041537  +     
intermediate  AEBE_007512  -         -         -          -         9041547  9042504  +     
intermediate  AEBE_007513  -         -         -          -         9042671  9045311  +     
intermediate  AEBE_007514  -         -         -          -         9045400  9046456  +     
intermediate  AEBE_007515  -         -         -          -         9046992  9048360  +     
intermediate  AEBE_007516  -         -         -          -         9048569  9049931  +     
intermediate  AEBE_007517  -         -         -          -         9049927  9050671  +     
intermediate  AEBE_007518  -         -         -          -         9050769  9053547  +     
intermediate  AEBE_007519  -         -         -          -         9053600  9054383  -     
intermediate  AEBE_007520  -         -         -          -         9054379  9055546  -     
CAA60459.1    AEBE_007521  50.1      59.7      0          5266      9055542  9074742  -     
CAA60461.1    AEBE_007522  59.3      97        0          1658      9074744  9079232  -     
CAA60468.1    AEBE_007523  72.6      99.1      2.08e-170  484       9079228  9080263  -     
CAA60459.1    AEBE_007524  51.8      68.3      0          5998      9080443  9102985  +     
CAA60459.1    AEBE_007525  57.9      35.5      0          3709      9102989  9113777  +     
CAA60467.1    AEBE_007526  79.9      100       7.17e-183  516       9113839  9114877  +     
intermediate  AEBE_007527  -         -         -          -         9114897  9115746  +     
intermediate  AEBE_007528  -         -         -          -         9115742  9116003  +     
intermediate  AEBE_007529  -         -         -          -         9115995  9117096  +     
intermediate  AEBE_007530  -         -         -          -         9117106  9118189  +     
intermediate  AEBE_007531  -         -         -          -         9118166  9118844  -     
intermediate  AEBE_007532  -         -         -          -         9118939  9120184  -     
intermediate  AEBE_007533  -         -         -          -         9120173  9121391  -     
intermediate  AEBE_007534  -         -         -          -         9121479  9122397  +     
intermediate  AEBE_007535  -         -         -          -         9122444  9123023  +     
intermediate  AEBE_007536  -         -         -          -         9123413  9125033  +     
intermediate  AEBE_007537  -         -         -          -         9125216  9126650  +     
intermediate  AEBE_007538  -         -         -          -         9127217  9127523  +     
intermediate  AEBE_007539  -         -         -          -         9127519  9128836  +     
intermediate  AEBE_007540  -         -         -          -         9128846  9129662  +     
intermediate  AEBE_007541  -         -         -          -         9129697  9130228  +     
intermediate  AEBE_007542  -         -         -          -         9130322  9131330  +     
intermediate  AEBE_007543  -         -         -          -         9131331  9132765  +     
intermediate  AEBE_007544  -         -         -          -         9132761  9133613  +     
intermediate  AEBE_007545  -         -         -          -         9133609  9134446  +     
intermediate  AEBE_007546  -         -         -          -         9134442  9135519  +     
intermediate  AEBE_007547  -         -         -          -         9135674  9136814  -     
intermediate  AEBE_007548  -         -         -          -         9136884  9137925  +     
intermediate  AEBE_007549  -         -         -          -         9137967  9138864  -     


GCA_030122705.1_ASM3012270v1
============================
CP126066.1
----------
Cluster 25, score 13.0360:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  AEGM_000318  -         -         -          -         333328  333607  +     
intermediate  AEGM_000319  -         -         -          -         333779  334604  +     
intermediate  AEGM_000320  -         -         -          -         334617  335448  +     
intermediate  AEGM_000321  -         -         -          -         335461  336529  -     
intermediate  AEGM_000322  -         -         -          -         336608  337127  -     
intermediate  AEGM_000323  -         -         -          -         337486  338131  +     
intermediate  AEGM_000324  -         -         -          -         338142  338943  +     
intermediate  AEGM_000325  -         -         -          -         339144  339729  -     
intermediate  AEGM_000326  -         -         -          -         339773  340496  -     
intermediate  AEGM_000327  -         -         -          -         340817  341768  -     
intermediate  AEGM_000328  -         -         -          -         341828  342539  -     
intermediate  AEGM_000329  -         -         -          -         342548  343319  -     
intermediate  AEGM_000330  -         -         -          -         343365  344118  -     
intermediate  AEGM_000331  -         -         -          -         344104  345139  -     
intermediate  AEGM_000332  -         -         -          -         345135  345525  -     
intermediate  AEGM_000333  -         -         -          -         345521  346460  -     
intermediate  AEGM_000334  -         -         -          -         346509  347592  -     
intermediate  AEGM_000335  -         -         -          -         347584  348916  -     
intermediate  AEGM_000336  -         -         -          -         349239  349617  +     
intermediate  AEGM_000337  -         -         -          -         349613  351203  +     
intermediate  AEGM_000338  -         -         -          -         351231  353196  +     
intermediate  AEGM_000339  -         -         -          -         353231  353897  +     
intermediate  AEGM_000340  -         -         -          -         353952  355797  +     
intermediate  AEGM_000341  -         -         -          -         355869  357951  +     
CAA60461.1    AEGM_000342  27.2      27.8      6.57e-28   128       357874  359224  -     
CAA60461.1    AEGM_000343  35.4      31.6      9.19e-44   177       359285  360860  -     
intermediate  AEGM_000344  -         -         -          -         360945  361725  -     
intermediate  AEGM_000345  -         -         -          -         361721  364967  -     
intermediate  AEGM_000346  -         -         -          -         364960  365212  -     
intermediate  AEGM_000347  -         -         -          -         365444  366731  -     
intermediate  AEGM_000348  -         -         -          -         367061  368144  +     
intermediate  AEGM_000349  -         -         -          -         368146  369397  +     
intermediate  AEGM_000350  -         -         -          -         369396  370641  +     
intermediate  AEGM_000351  -         -         -          -         370968  371328  -     
intermediate  AEGM_000352  -         -         -          -         371867  374483  +     
CAA60459.1    AEGM_000353  67.5      71.5      0          8955      374690  398498  -     
CAA60461.1    AEGM_000354  72.3      98.6      0          2148      398728  403258  +     
CAA60459.1    AEGM_000355  61.4      67.3      0          7891      403263  427665  +     
CAA60467.1    AEGM_000356  81.3      100       1.11e-193  544       427752  428790  -     
CAA60468.1    AEGM_000357  78.6      97        4.41e-183  517       428952  430008  +     
intermediate  AEGM_000358  -         -         -          -         430042  431209  +     
intermediate  AEGM_000359  -         -         -          -         431233  432415  +     
intermediate  AEGM_000360  -         -         -          -         432638  433211  -     
intermediate  AEGM_000361  -         -         -          -         433207  434554  -     
intermediate  AEGM_000362  -         -         -          -         434550  435549  -     
intermediate  AEGM_000363  -         -         -          -         435545  436100  -     
intermediate  AEGM_000364  -         -         -          -         436127  437192  -     
intermediate  AEGM_000365  -         -         -          -         437354  438650  -     
intermediate  AEGM_000366  -         -         -          -         438829  440137  -     
intermediate  AEGM_000367  -         -         -          -         440136  442101  -     
intermediate  AEGM_000368  -         -         -          -         442097  443324  -     
intermediate  AEGM_000369  -         -         -          -         443371  444541  -     
intermediate  AEGM_000370  -         -         -          -         444540  445428  -     
intermediate  AEGM_000371  -         -         -          -         445417  446671  -     
intermediate  AEGM_000372  -         -         -          -         446667  448458  -     
intermediate  AEGM_000373  -         -         -          -         448454  449279  -     
intermediate  AEGM_000374  -         -         -          -         449275  450301  -     
intermediate  AEGM_000375  -         -         -          -         450297  451710  -     
intermediate  AEGM_000376  -         -         -          -         451963  452254  -     
intermediate  AEGM_000377  -         -         -          -         452398  453538  -     
intermediate  AEGM_000378  -         -         -          -         453628  454231  +     


GCA_031679605.1_ASM3167960v1
============================
CP117522.1
----------
Cluster 26, score 8.7560:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate  AELA_007751  -         -         -          -         9340931  9341693  -     
intermediate  AELA_007752  -         -         -          -         9341911  9342772  +     
intermediate  AELA_007753  -         -         -          -         9342839  9343340  -     
intermediate  AELA_007754  -         -         -          -         9343385  9344039  -     
intermediate  AELA_007755  -         -         -          -         9344414  9345977  +     
intermediate  AELA_007756  -         -         -          -         9346156  9347236  +     
intermediate  AELA_007757  -         -         -          -         9347375  9347942  +     
intermediate  AELA_007758  -         -         -          -         9348000  9348894  -     
intermediate  AELA_007759  -         -         -          -         9349212  9349977  +     
intermediate  AELA_007760  -         -         -          -         9350451  9351423  +     
intermediate  AELA_007761  -         -         -          -         9351505  9352864  +     
intermediate  AELA_007762  -         -         -          -         9353031  9355671  +     
intermediate  AELA_007763  -         -         -          -         9355760  9356816  +     
intermediate  AELA_007764  -         -         -          -         9357016  9358384  +     
intermediate  AELA_007765  -         -         -          -         9358592  9359954  +     
intermediate  AELA_007766  -         -         -          -         9359950  9360694  +     
intermediate  AELA_007767  -         -         -          -         9360792  9363570  +     
intermediate  AELA_007768  -         -         -          -         9363623  9364406  -     
intermediate  AELA_007769  -         -         -          -         9364402  9365569  -     
CAA60459.1    AELA_007770  49.9      59.7      0          5243      9365565  9384756  -     
CAA60461.1    AELA_007771  58.8      97        0          1647      9384758  9389246  -     
CAA60468.1    AELA_007772  72.3      99.1      1.7e-169   482       9389242  9390277  -     
CAA60459.1    AELA_007773  51.8      68.3      0          5999      9390457  9412990  +     
CAA60459.1    AELA_007774  57.6      35.5      0          3673      9412994  9423788  +     
CAA60467.1    AELA_007775  79.9      100       7.17e-183  516       9423850  9424888  +     
intermediate  AELA_007776  -         -         -          -         9424908  9425757  +     
intermediate  AELA_007777  -         -         -          -         9425753  9426014  +     
intermediate  AELA_007778  -         -         -          -         9426006  9427107  +     
intermediate  AELA_007779  -         -         -          -         9427117  9428200  +     
intermediate  AELA_007780  -         -         -          -         9428177  9428855  -     
intermediate  AELA_007781  -         -         -          -         9428949  9430194  -     
intermediate  AELA_007782  -         -         -          -         9430183  9431401  -     
intermediate  AELA_007783  -         -         -          -         9431513  9432407  +     
intermediate  AELA_007784  -         -         -          -         9432454  9433033  +     
intermediate  AELA_007785  -         -         -          -         9433425  9434985  +     
intermediate  AELA_007786  -         -         -          -         9435168  9436599  +     
intermediate  AELA_007787  -         -         -          -         9437166  9437472  +     
intermediate  AELA_007788  -         -         -          -         9437468  9438785  +     
intermediate  AELA_007789  -         -         -          -         9438795  9439611  +     
intermediate  AELA_007790  -         -         -          -         9439646  9440177  +     
intermediate  AELA_007791  -         -         -          -         9440271  9441279  +     
intermediate  AELA_007792  -         -         -          -         9441280  9442714  +     
intermediate  AELA_007793  -         -         -          -         9442710  9443562  +     
intermediate  AELA_007794  -         -         -          -         9443558  9444395  +     
intermediate  AELA_007795  -         -         -          -         9444391  9445468  +     
intermediate  AELA_007796  -         -         -          -         9445623  9446763  -     
intermediate  AELA_007797  -         -         -          -         9446833  9447859  +     
intermediate  AELA_007798  -         -         -          -         9447901  9448798  -     


GCA_033547115.1_ASM3354711v1
============================
CP137895.1
----------
Cluster 27, score 15.1496:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  AENV_000227  -         -         -          -         243931  244894  -     
intermediate  AENV_000228  -         -         -          -         245005  245890  -     
intermediate  AENV_000229  -         -         -          -         246177  247401  -     
intermediate  AENV_000230  -         -         -          -         247710  248526  +     
intermediate  AENV_000231  -         -         -          -         248537  249338  +     
intermediate  AENV_000232  -         -         -          -         249539  250124  -     
intermediate  AENV_000233  -         -         -          -         250168  250891  -     
intermediate  AENV_000234  -         -         -          -         251232  252183  -     
intermediate  AENV_000235  -         -         -          -         252243  252954  -     
intermediate  AENV_000236  -         -         -          -         252963  253713  -     
intermediate  AENV_000237  -         -         -          -         253759  254512  -     
intermediate  AENV_000238  -         -         -          -         254498  255533  -     
intermediate  AENV_000239  -         -         -          -         255529  255919  -     
intermediate  AENV_000240  -         -         -          -         255915  256854  -     
intermediate  AENV_000241  -         -         -          -         256903  257986  -     
intermediate  AENV_000242  -         -         -          -         257978  259310  -     
intermediate  AENV_000243  -         -         -          -         259634  260012  +     
intermediate  AENV_000244  -         -         -          -         260008  261598  +     
intermediate  AENV_000245  -         -         -          -         261602  263591  +     
intermediate  AENV_000246  -         -         -          -         263626  264292  +     
intermediate  AENV_000247  -         -         -          -         264347  266192  +     
intermediate  AENV_000248  -         -         -          -         266264  268343  +     
CAA60461.1    AENV_000249  26.8      27.8      1.26e-26   124       268266  269616  -     
CAA60461.1    AENV_000250  34.2      31.5      6e-42      171       269677  271252  -     
intermediate  AENV_000251  -         -         -          -         271337  272117  -     
intermediate  AENV_000252  -         -         -          -         272113  275356  -     
intermediate  AENV_000253  -         -         -          -         275349  275601  -     
intermediate  AENV_000254  -         -         -          -         275834  277121  -     
intermediate  AENV_000255  -         -         -          -         277451  278534  +     
intermediate  AENV_000256  -         -         -          -         278536  279787  +     
intermediate  AENV_000257  -         -         -          -         279786  281031  +     
intermediate  AENV_000258  -         -         -          -         281358  281718  -     
intermediate  AENV_000259  -         -         -          -         282257  284549  +     
intermediate  AENV_000260  -         -         -          -         284687  284873  +     
CAA60459.1    AENV_000261  67.8      71.5      0          8980      285080  308924  -     
CAA60461.1    AENV_000262  72.2      98.6      0          2143      309155  313685  +     
CAA60459.1    AENV_000263  63.5      61.3      0          7271      313690  332671  +     
CAA60459.1    AENV_000264  65.8      12.1      0          1514      332636  336341  +     
CAA60459.1    AENV_000265  39.4      3.6       1.06e-60   231       336443  338144  +     
CAA60467.1    AENV_000266  81.9      100       1.66e-195  548       338259  339297  -     
CAA60468.1    AENV_000267  78.3      97        7.16e-182  514       339402  340515  +     
intermediate  AENV_000268  -         -         -          -         340549  341716  +     
intermediate  AENV_000269  -         -         -          -         341740  342922  +     
intermediate  AENV_000270  -         -         -          -         343014  343377  +     
intermediate  AENV_000271  -         -         -          -         343359  345060  -     
intermediate  AENV_000272  -         -         -          -         345056  346055  -     
intermediate  AENV_000273  -         -         -          -         346051  346678  -     
intermediate  AENV_000274  -         -         -          -         346674  347151  -     
intermediate  AENV_000275  -         -         -          -         347102  347645  -     
intermediate  AENV_000276  -         -         -          -         347990  348851  +     
intermediate  AENV_000277  -         -         -          -         349207  350503  -     
intermediate  AENV_000278  -         -         -          -         350682  350925  -     
intermediate  AENV_000279  -         -         -          -         350948  351902  -     
intermediate  AENV_000280  -         -         -          -         351988  353113  -     
intermediate  AENV_000281  -         -         -          -         353177  353468  -     
intermediate  AENV_000282  -         -         -          -         353612  354752  -     
intermediate  AENV_000283  -         -         -          -         354842  355445  +     
intermediate  AENV_000284  -         -         -          -         355412  355895  -     
intermediate  AENV_000285  -         -         -          -         356093  356750  +     
intermediate  AENV_000286  -         -         -          -         356995  357232  +     
intermediate  AENV_000287  -         -         -          -         357301  358390  -     
intermediate  AENV_000288  -         -         -          -         358567  359206  +     
intermediate  AENV_000289  -         -         -          -         359271  359940  +     
intermediate  AENV_000290  -         -         -          -         359936  360251  +     
intermediate  AENV_000291  -         -         -          -         360270  360867  -     
intermediate  AENV_000292  -         -         -          -         361326  362247  +     
intermediate  AENV_000293  -         -         -          -         362406  362772  -     
intermediate  AENV_000294  -         -         -          -         362918  363824  +     
intermediate  AENV_000295  -         -         -          -         363942  364689  -     


GCA_040114435.1_ASM4011443v1
============================
CP157809.1
----------
Cluster 28, score 15.3064:
Query         Subject      Identity  Coverage  E-value    Bitscore  Start   End     Strand
intermediate  AFTO_000053  -         -         -          -         49950   51189   -     
intermediate  AFTO_000054  -         -         -          -         51178   52513   -     
intermediate  AFTO_000055  -         -         -          -         52589   54068   -     
intermediate  AFTO_000056  -         -         -          -         54735   55362   +     
intermediate  AFTO_000057  -         -         -          -         55390   55891   +     
intermediate  AFTO_000058  -         -         -          -         55916   56930   +     
intermediate  AFTO_000059  -         -         -          -         56951   57599   -     
intermediate  AFTO_000060  -         -         -          -         57644   59198   -     
intermediate  AFTO_000061  -         -         -          -         59194   60868   -     
intermediate  AFTO_000062  -         -         -          -         60930   62508   -     
intermediate  AFTO_000063  -         -         -          -         62598   64029   -     
intermediate  AFTO_000064  -         -         -          -         64307   65477   -     
intermediate  AFTO_000065  -         -         -          -         65567   66194   +     
intermediate  AFTO_000066  -         -         -          -         66213   66921   -     
intermediate  AFTO_000067  -         -         -          -         66927   68307   -     
intermediate  AFTO_000068  -         -         -          -         68341   69655   -     
intermediate  AFTO_000069  -         -         -          -         69860   70523   +     
intermediate  AFTO_000070  -         -         -          -         70513   71713   +     
intermediate  AFTO_000071  -         -         -          -         71760   72477   -     
intermediate  AFTO_000072  -         -         -          -         72496   73291   -     
CAA60459.1    AFTO_000073  99.1      99.9      0          19324     73732   104374  -     
CAA60459.1    AFTO_000074  78.2      38.4      0          5826      104397  116502  -     
CAA60459.1    AFTO_000075  79.3      34.2      0          5177      116629  130084  -     
CAA60461.1    AFTO_000076  97.9      96.6      0          2806      130625  135098  +     
CAA60459.1    AFTO_000077  71.6      59.3      0          8109      135102  153888  +     
intermediate  AFTO_000078  -         -         -          -         153957  154590  +     
intermediate  AFTO_000079  -         -         -          -         154692  154929  -     
intermediate  AFTO_000080  -         -         -          -         154922  156137  -     
intermediate  AFTO_000081  -         -         -          -         156150  157107  -     
CAA60467.1    AFTO_000082  98.5      100       2.66e-235  649       157210  158242  -     
CAA60468.1    AFTO_000083  95.5      100       2.74e-231  638       158594  159608  +     
intermediate  AFTO_000084  -         -         -          -         159638  160805  +     
intermediate  AFTO_000085  -         -         -          -         160801  161584  +     
intermediate  AFTO_000086  -         -         -          -         161637  164358  -     
intermediate  AFTO_000087  -         -         -          -         164628  165621  +     
intermediate  AFTO_000088  -         -         -          -         165633  166998  -     
intermediate  AFTO_000089  -         -         -          -         167007  168405  -     
intermediate  AFTO_000090  -         -         -          -         168662  169814  +     
intermediate  AFTO_000091  -         -         -          -         169963  170917  +     
intermediate  AFTO_000092  -         -         -          -         170982  171819  +     
CAA60461.1    AFTO_000093  35.3      67.7      1.45e-159  535       171896  176843  -     
intermediate  AFTO_000094  -         -         -          -         176878  177616  -     
intermediate  AFTO_000095  -         -         -          -         177612  177822  -     
intermediate  AFTO_000096  -         -         -          -         177825  178845  -     
intermediate  AFTO_000097  -         -         -          -         178859  179228  -     
intermediate  AFTO_000098  -         -         -          -         179224  179812  -     
intermediate  AFTO_000099  -         -         -          -         180027  181299  -     
intermediate  AFTO_000100  -         -         -          -         181452  183285  -     
intermediate  AFTO_000101  -         -         -          -         183757  184783  -     
intermediate  AFTO_000102  -         -         -          -         184779  185469  -     
intermediate  AFTO_000103  -         -         -          -         185603  186584  -     
